CHANNEL,PLATFORM,MONTH,VIEWS
XtvN,NAVER,2019-09-01,950283
XtvN,NAVER,2019-10-01,1651180
XtvN,NAVER,2019-11-01,697993
XtvN,NAVER,2019-12-01,157002
XtvN,YOUTUBE,2019-12-01,188649
기타(정보없음),NAVER,2019-04-01,1698
기타(정보없음),NAVER,2019-05-01,362
기타(정보없음),YOUTUBE,2019-12-01,1270264
매거진,KAKAO,2019-01-01,136
매거진,KAKAO,2019-02-01,171
매거진,KAKAO,2019-03-01,164
매거진,KAKAO,2019-04-01,278
매거진,KAKAO,2019-05-01,921
매거진,KAKAO,2019-06-01,1559
매거진,KAKAO,2019-07-01,1489
매거진,KAKAO,2019-08-01,1644
매거진,KAKAO,2019-09-01,1067
매거진,KAKAO,2019-10-01,1812
매거진,KAKAO,2019-11-01,1937
매거진,KAKAO,2019-12-01,2169
매거진,NAVER,2019-01-01,3364
매거진,NAVER,2019-02-01,2235
매거진,NAVER,2019-03-01,1997
매거진,NAVER,2019-04-01,2030
매거진,NAVER,2019-05-01,9075
매거진,NAVER,2019-06-01,970
매거진,NAVER,2019-07-01,1742
매거진,NAVER,2019-08-01,1320
매거진,NAVER,2019-09-01,696
매거진,NAVER,2019-10-01,20160
매거진,NAVER,2019-11-01,2947
매거진,NAVER,2019-12-01,967
바둑TV,NAVER,2019-01-01,62
바둑TV,NAVER,2019-02-01,1
스타일 스튜디오,NAVER,2019-01-01,469
스타일 스튜디오,NAVER,2019-02-01,457
스타일 스튜디오,NAVER,2019-03-01,293
스타일 스튜디오,NAVER,2019-04-01,210
스타일 스튜디오,NAVER,2019-05-01,228
스타일 스튜디오,NAVER,2019-06-01,224
스타일 스튜디오,NAVER,2019-07-01,187
스타일 스튜디오,NAVER,2019-08-01,313
스타일 스튜디오,NAVER,2019-09-01,137
스타일 스튜디오,NAVER,2019-10-01,158
스타일 스튜디오,NAVER,2019-11-01,122
스타일 스튜디오,NAVER,2019-12-01,137
스페셜,KAKAO,2019-01-01,848
스페셜,KAKAO,2019-02-01,762
스페셜,KAKAO,2019-03-01,421095
스페셜,KAKAO,2019-04-01,29010
스페셜,KAKAO,2019-05-01,7548
스페셜,KAKAO,2019-06-01,3394
스페셜,KAKAO,2019-07-01,1808
스페셜,KAKAO,2019-08-01,1284
스페셜,KAKAO,2019-09-01,1303
스페셜,KAKAO,2019-10-01,754
스페셜,KAKAO,2019-11-01,779
스페셜,KAKAO,2019-12-01,811
스페셜,NAVER,2019-01-01,44757
스페셜,NAVER,2019-02-01,33436
스페셜,NAVER,2019-03-01,1966779
스페셜,NAVER,2019-04-01,1084421
스페셜,NAVER,2019-05-01,1095359
스페셜,NAVER,2019-06-01,396042
스페셜,NAVER,2019-07-01,382164
스페셜,NAVER,2019-08-01,96350
스페셜,NAVER,2019-09-01,52136
스페셜,NAVER,2019-10-01,30814
스페셜,NAVER,2019-11-01,19544
스페셜,NAVER,2019-12-01,14007
올림픽(기타),KAKAO,2019-01-01,2
올림픽(기타),KAKAO,2019-03-01,1
올림픽(기타),KAKAO,2019-04-01,1
잼스터,KAKAO,2019-01-01,951
잼스터,KAKAO,2019-02-01,849
잼스터,KAKAO,2019-03-01,1686
잼스터,KAKAO,2019-04-01,1046
잼스터,KAKAO,2019-05-01,1379
잼스터,KAKAO,2019-06-01,685
잼스터,KAKAO,2019-07-01,57317
잼스터,KAKAO,2019-08-01,1526
잼스터,KAKAO,2019-09-01,719
잼스터,KAKAO,2019-10-01,49825
잼스터,KAKAO,2019-11-01,15125
잼스터,KAKAO,2019-12-01,679
잼스터,NAVER,2019-01-01,11606
잼스터,NAVER,2019-02-01,13556
잼스터,NAVER,2019-03-01,19989
잼스터,NAVER,2019-04-01,13738
잼스터,NAVER,2019-05-01,10883
잼스터,NAVER,2019-06-01,11352
잼스터,NAVER,2019-07-01,21101
잼스터,NAVER,2019-08-01,26833
잼스터,NAVER,2019-09-01,16296
잼스터,NAVER,2019-10-01,14552
잼스터,NAVER,2019-11-01,10845
잼스터,NAVER,2019-12-01,7356
중화TV,KAKAO,2019-01-01,459077
중화TV,KAKAO,2019-02-01,365148
중화TV,KAKAO,2019-03-01,366630
중화TV,KAKAO,2019-04-01,571556
중화TV,KAKAO,2019-05-01,299914
중화TV,KAKAO,2019-06-01,183092
중화TV,KAKAO,2019-07-01,155607
중화TV,KAKAO,2019-08-01,277796
중화TV,KAKAO,2019-09-01,319834
중화TV,KAKAO,2019-10-01,280759
중화TV,KAKAO,2019-11-01,236506
중화TV,KAKAO,2019-12-01,160936
중화TV,NAVER,2019-01-01,530476
중화TV,NAVER,2019-02-01,675492
중화TV,NAVER,2019-03-01,948983
중화TV,NAVER,2019-04-01,967070
중화TV,NAVER,2019-05-01,586130
중화TV,NAVER,2019-06-01,737532
중화TV,NAVER,2019-07-01,932751
중화TV,NAVER,2019-08-01,776897
중화TV,NAVER,2019-09-01,803832
중화TV,NAVER,2019-10-01,611964
중화TV,NAVER,2019-11-01,548770
중화TV,NAVER,2019-12-01,551720
중화TV,YOUTUBE,2019-12-01,2480
채널A,KAKAO,2019-01-01,2786724
채널A,KAKAO,2019-02-01,2557125
채널A,KAKAO,2019-03-01,2051967
채널A,KAKAO,2019-04-01,1973072
채널A,KAKAO,2019-05-01,2061755
채널A,KAKAO,2019-06-01,2541802
채널A,KAKAO,2019-07-01,4310345
채널A,KAKAO,2019-08-01,4568182
채널A,KAKAO,2019-09-01,2212661
채널A,KAKAO,2019-10-01,2451987
채널A,KAKAO,2019-11-01,2574443
채널A,KAKAO,2019-12-01,3576324
채널A,NAVER,2019-01-01,4319626
채널A,NAVER,2019-02-01,4073006
채널A,NAVER,2019-03-01,3033826
채널A,NAVER,2019-04-01,2685388
채널A,NAVER,2019-05-01,2836700
채널A,NAVER,2019-06-01,2973233
채널A,NAVER,2019-07-01,5158990
채널A,NAVER,2019-08-01,5748590
채널A,NAVER,2019-09-01,1871833
채널A,NAVER,2019-10-01,2328463
채널A,NAVER,2019-11-01,3613248
채널A,NAVER,2019-12-01,2400680
채널A,YOUTUBE,2019-12-01,1017281
투니버스,KAKAO,2019-01-01,58356
투니버스,KAKAO,2019-02-01,38123
투니버스,KAKAO,2019-03-01,28301
투니버스,KAKAO,2019-04-01,17905
투니버스,KAKAO,2019-05-01,15978
투니버스,KAKAO,2019-06-01,14604
투니버스,KAKAO,2019-07-01,14638
투니버스,KAKAO,2019-08-01,20051
투니버스,KAKAO,2019-09-01,14300
투니버스,KAKAO,2019-10-01,16089
투니버스,KAKAO,2019-11-01,11186
투니버스,KAKAO,2019-12-01,9355
투니버스,NAVER,2019-01-01,1051759
투니버스,NAVER,2019-02-01,784784
투니버스,NAVER,2019-03-01,559036
투니버스,NAVER,2019-04-01,241267
투니버스,NAVER,2019-05-01,125587
투니버스,NAVER,2019-06-01,105638
투니버스,NAVER,2019-07-01,112451
투니버스,NAVER,2019-08-01,117887
투니버스,NAVER,2019-09-01,86712
투니버스,NAVER,2019-10-01,74934
투니버스,NAVER,2019-11-01,56531
투니버스,NAVER,2019-12-01,57280
투니버스,YOUTUBE,2019-12-01,294589
BBC,KAKAO,2020-01-01,332
BBC,KAKAO,2020-02-01,386
BBC,NAVER,2020-01-01,1070
BBC,NAVER,2020-02-01,1522
CATCH ON,NAVER,2020-01-01,1213
CATCH ON,NAVER,2020-02-01,1774
CATCH ON,YOUTUBE,2020-01-01,1518
CATCH ON,YOUTUBE,2020-02-01,1398
chCGV,KAKAO,2020-01-01,1229
chCGV,KAKAO,2020-02-01,779
chCGV,NAVER,2020-01-01,2860
chCGV,NAVER,2020-02-01,4325
CJ E&M PLUS,KAKAO,2020-01-01,843
CJ E&M PLUS,KAKAO,2020-02-01,749
CJ E&M PLUS,NAVER,2020-01-01,5061
CJ E&M PLUS,NAVER,2020-02-01,3628
CJ E&M 웹드라마,KAKAO,2020-01-01,13
CJ E&M 웹드라마,KAKAO,2020-02-01,28
CJ E&M 웹드라마,NAVER,2020-01-01,873
CJ E&M 웹드라마,NAVER,2020-02-01,904
CJ MUSICAL,KAKAO,2020-01-01,1026
CJ MUSICAL,KAKAO,2020-02-01,843
CJ MUSICAL,NAVER,2020-01-01,1208
CJ MUSICAL,NAVER,2020-02-01,901
DIA TV,KAKAO,2020-01-01,820
DIA TV,KAKAO,2020-02-01,761
DIA TV,NAVER,2020-01-01,815
DIA TV,NAVER,2020-02-01,504
eNEWS,KAKAO,2020-01-01,411968
eNEWS,KAKAO,2020-02-01,149807
eNEWS,NAVER,2020-01-01,341755
eNEWS,NAVER,2020-02-01,310772
eNEWS,YOUTUBE,2020-01-01,679611
eNEWS,YOUTUBE,2020-02-01,544730
English Gem,KAKAO,2020-01-01,6
English Gem,KAKAO,2020-02-01,26
English Gem,NAVER,2020-01-01,92
English Gem,NAVER,2020-02-01,99
English Gem,YOUTUBE,2020-01-01,218
English Gem,YOUTUBE,2020-02-01,199
iMBC,KAKAO,2020-01-01,4898
iMBC,KAKAO,2020-02-01,6734
iMBC,NAVER,2020-01-01,238704
iMBC,NAVER,2020-02-01,160240
iMBC Heyo,NAVER,2020-01-01,1
JTBC,KAKAO,2020-01-01,21773907
JTBC,KAKAO,2020-02-01,14639266
JTBC,NAVER,2020-01-01,24467430
JTBC,NAVER,2020-02-01,30529504
JTBC,YOUTUBE,2020-01-01,25506758
JTBC,YOUTUBE,2020-02-01,34390841
JTBC Plus,KAKAO,2020-01-01,791
JTBC Plus,KAKAO,2020-02-01,1049
JTBC Plus,NAVER,2020-01-01,18322
JTBC Plus,NAVER,2020-02-01,6795
JTBC2,KAKAO,2020-01-01,5602
JTBC2,KAKAO,2020-02-01,2558
JTBC2,NAVER,2020-01-01,136928
JTBC2,NAVER,2020-02-01,28508
JTBC2,YOUTUBE,2020-01-01,833
JTBC2,YOUTUBE,2020-02-01,568
JTBC4,KAKAO,2020-01-01,2967
JTBC4,KAKAO,2020-02-01,3137
JTBC4,NAVER,2020-01-01,20204
JTBC4,NAVER,2020-02-01,15526
KBS 1,KAKAO,2020-01-01,1227465
KBS 1,KAKAO,2020-02-01,845098
KBS 1,NAVER,2020-01-01,4346363
KBS 1,NAVER,2020-02-01,3619029
KBS 1,YOUTUBE,2020-01-01,3301464
KBS 1,YOUTUBE,2020-02-01,7176018
KBS 2,KAKAO,2020-01-01,17554402
KBS 2,KAKAO,2020-02-01,14507714
KBS 2,NAVER,2020-01-01,40219434
KBS 2,NAVER,2020-02-01,29478672
KBS 2,YOUTUBE,2020-01-01,62870658
KBS 2,YOUTUBE,2020-02-01,50814387
KBS drama,KAKAO,2020-01-01,527
KBS drama,KAKAO,2020-02-01,622
KBS drama,NAVER,2020-01-01,951
KBS drama,NAVER,2020-02-01,896
KBS joy,KAKAO,2020-01-01,251976
KBS joy,KAKAO,2020-02-01,372733
KBS joy,NAVER,2020-01-01,1001170
KBS joy,NAVER,2020-02-01,948548
KBS prime,KAKAO,2020-01-01,1429
KBS prime,KAKAO,2020-02-01,1380
KBS prime,NAVER,2020-01-01,25868
KBS prime,NAVER,2020-02-01,22921
KBS 스포츠,KAKAO,2020-01-01,16787
KBS 스포츠,KAKAO,2020-02-01,9644
KBS 스포츠,NAVER,2020-01-01,25751
KBS 스포츠,NAVER,2020-02-01,21551
KCON.TV,KAKAO,2020-01-01,842
KCON.TV,KAKAO,2020-02-01,686
KCON.TV,NAVER,2020-01-01,276
KCON.TV,NAVER,2020-02-01,642
KNN1,KAKAO,2020-01-01,980
KNN1,KAKAO,2020-02-01,2915
KNN1,NAVER,2020-01-01,9138
KNN1,NAVER,2020-02-01,7615
KNN2,KAKAO,2020-01-01,197775
KNN2,KAKAO,2020-02-01,17935
KNN2,NAVER,2020-01-01,99735
KNN2,NAVER,2020-02-01,116737
M2,KAKAO,2020-01-01,5307
M2,KAKAO,2020-02-01,10732
M2,NAVER,2020-01-01,168649
M2,NAVER,2020-02-01,205742
MBC,KAKAO,2020-01-01,16269856
MBC,KAKAO,2020-02-01,15210364
MBC,NAVER,2020-01-01,47081257
MBC,NAVER,2020-02-01,33589050
MBC,YOUTUBE,2020-01-01,133733689
MBC,YOUTUBE,2020-02-01,78476142
MBC PLUS,KAKAO,2020-01-01,2758651
MBC PLUS,KAKAO,2020-02-01,5010968
MBC PLUS,NAVER,2020-01-01,4403194
MBC PLUS,NAVER,2020-02-01,6878286
MBC PLUS,YOUTUBE,2020-01-01,11837924
MBC PLUS,YOUTUBE,2020-02-01,17861991
MBC TVPP,KAKAO,2020-01-01,53801
MBC TVPP,KAKAO,2020-02-01,37686
MBC TVPP,NAVER,2020-01-01,525987
MBC TVPP,NAVER,2020-02-01,360083
MBC 스페셜,KAKAO,2020-01-01,3330
MBC 스페셜,KAKAO,2020-02-01,2464
MBC 스페셜,NAVER,2020-01-01,42532
MBC 스페셜,NAVER,2020-02-01,24214
MBN,KAKAO,2020-01-01,5024575
MBN,KAKAO,2020-02-01,2736285
MBN,NAVER,2020-01-01,7063753
MBN,NAVER,2020-02-01,3601354
MBN,YOUTUBE,2020-01-01,14044782
MBN,YOUTUBE,2020-02-01,6938417
MNET,KAKAO,2020-01-01,617991
MNET,KAKAO,2020-02-01,672522
MNET,NAVER,2020-01-01,4030529
MNET,NAVER,2020-02-01,4248882
MNET,YOUTUBE,2020-01-01,1323125
MNET,YOUTUBE,2020-02-01,2996291
O’live,KAKAO,2020-01-01,253600
O’live,KAKAO,2020-02-01,412135
O’live,NAVER,2020-01-01,345166
O’live,NAVER,2020-02-01,281360
O’live,YOUTUBE,2020-01-01,368779
O’live,YOUTUBE,2020-02-01,367218
OBS,KAKAO,2020-01-01,76527
OBS,KAKAO,2020-02-01,57720
OBS,NAVER,2020-01-01,712175
OBS,NAVER,2020-02-01,686157
OCN,KAKAO,2020-01-01,34622
OCN,KAKAO,2020-02-01,218709
OCN,NAVER,2020-01-01,505048
OCN,NAVER,2020-02-01,1922867
OCN,YOUTUBE,2020-01-01,190991
OCN,YOUTUBE,2020-02-01,232216
OGN,KAKAO,2020-01-01,2265
OGN,KAKAO,2020-02-01,1772
OGN,NAVER,2020-01-01,12509
OGN,NAVER,2020-02-01,9557
OGN,YOUTUBE,2020-01-01,379
OGN,YOUTUBE,2020-02-01,70
OGN PLUS,KAKAO,2020-01-01,484
OGN PLUS,KAKAO,2020-02-01,181
OGN PLUS,NAVER,2020-01-01,99
OGN PLUS,NAVER,2020-02-01,175
OnStyle,KAKAO,2020-01-01,5377
OnStyle,KAKAO,2020-02-01,6008
OnStyle,NAVER,2020-01-01,86262
OnStyle,NAVER,2020-02-01,43506
OnStyle,YOUTUBE,2020-01-01,15581
OnStyle,YOUTUBE,2020-02-01,1163
OtvN,KAKAO,2020-01-01,7837
OtvN,KAKAO,2020-02-01,4215
OtvN,NAVER,2020-01-01,63784
OtvN,NAVER,2020-02-01,39324
OtvN,YOUTUBE,2020-01-01,3296
OtvN,YOUTUBE,2020-02-01,1441
SBS,KAKAO,2020-01-01,25736889
SBS,KAKAO,2020-02-01,25360858
SBS,NAVER,2020-01-01,54241410
SBS,NAVER,2020-02-01,48239917
SBS,YOUTUBE,2020-01-01,74696293
SBS,YOUTUBE,2020-02-01,63655264
SBS CNBC,KAKAO,2020-01-01,105289
SBS CNBC,KAKAO,2020-02-01,73691
SBS CNBC,NAVER,2020-01-01,44218
SBS CNBC,NAVER,2020-02-01,17607
SBS F!L,KAKAO,2020-01-01,693
SBS F!L,KAKAO,2020-02-01,3860
SBS F!L,NAVER,2020-01-01,11504
SBS F!L,NAVER,2020-02-01,203183
SBS funE,KAKAO,2020-01-01,120
SBS funE,KAKAO,2020-02-01,138
SBS funE,NAVER,2020-01-01,2653
SBS funE,NAVER,2020-02-01,3003
SBS Golf,KAKAO,2020-01-01,543165
SBS Golf,KAKAO,2020-02-01,210444
SBS Golf,NAVER,2020-01-01,19216
SBS Golf,NAVER,2020-02-01,10326
SBS MTV,KAKAO,2020-01-01,4065
SBS MTV,KAKAO,2020-02-01,10611
SBS MTV,NAVER,2020-01-01,146253
SBS MTV,NAVER,2020-02-01,306674
SBS Plus,KAKAO,2020-01-01,651318
SBS Plus,KAKAO,2020-02-01,1065180
SBS Plus,NAVER,2020-01-01,236277
SBS Plus,NAVER,2020-02-01,472462
SBS Sports,KAKAO,2020-01-01,1935055
SBS Sports,KAKAO,2020-02-01,4842214
SBS Sports,NAVER,2020-01-01,1818440
SBS Sports,NAVER,2020-02-01,2911186
SBS 러브FM,KAKAO,2020-01-01,103
SBS 러브FM,KAKAO,2020-02-01,255
SBS 러브FM,NAVER,2020-01-01,2328
SBS 러브FM,NAVER,2020-02-01,1340
SBS 파워FM,KAKAO,2020-01-01,3138
SBS 파워FM,KAKAO,2020-02-01,2734
SBS 파워FM,NAVER,2020-01-01,22812
SBS 파워FM,NAVER,2020-02-01,10737
SUPER ACTION,KAKAO,2020-01-01,673
SUPER ACTION,KAKAO,2020-02-01,139
SUPER ACTION,NAVER,2020-01-01,93
SUPER ACTION,NAVER,2020-02-01,33
TV CHOSUN,KAKAO,2020-01-01,17648805
TV CHOSUN,KAKAO,2020-02-01,17078274
TV CHOSUN,NAVER,2020-01-01,31242606
TV CHOSUN,NAVER,2020-02-01,32819575
TV CHOSUN,YOUTUBE,2020-01-01,40872555
TV CHOSUN,YOUTUBE,2020-02-01,36689466
tvN,KAKAO,2020-01-01,12529341
tvN,KAKAO,2020-02-01,16737897
tvN,NAVER,2020-01-01,56045187
tvN,NAVER,2020-02-01,65656639
tvN,YOUTUBE,2020-01-01,50265821
tvN,YOUTUBE,2020-02-01,39830911
tvN go,KAKAO,2020-01-01,2791
tvN go,KAKAO,2020-02-01,1657
tvN go,NAVER,2020-01-01,70052
tvN go,NAVER,2020-02-01,30137
UXN,KAKAO,2020-01-01,689
UXN,KAKAO,2020-02-01,612
UXN,NAVER,2020-01-01,85
UXN,NAVER,2020-02-01,48
VOSS,KAKAO,2020-01-01,8292
VOSS,KAKAO,2020-02-01,10136
VOSS,NAVER,2020-01-01,53193
VOSS,NAVER,2020-02-01,47276
XtvN,KAKAO,2020-01-01,134016
XtvN,KAKAO,2020-02-01,102153
XtvN,NAVER,2020-01-01,173261
XtvN,NAVER,2020-02-01,761289
XtvN,YOUTUBE,2020-01-01,45558
XtvN,YOUTUBE,2020-02-01,6344089
기타(정보없음),YOUTUBE,2020-01-01,4952268
기타(정보없음),YOUTUBE,2020-02-01,5302373
매거진,KAKAO,2020-01-01,1819
매거진,KAKAO,2020-02-01,927
매거진,NAVER,2020-01-01,10838
매거진,NAVER,2020-02-01,10994
스타일 스튜디오,NAVER,2020-01-01,208
스타일 스튜디오,NAVER,2020-02-01,190
스페셜,KAKAO,2020-01-01,1712
스페셜,KAKAO,2020-02-01,1997
스페셜,NAVER,2020-01-01,13848
스페셜,NAVER,2020-02-01,9624
스페셜,YOUTUBE,2020-02-01,297400
잼스터,KAKAO,2020-01-01,1196
잼스터,KAKAO,2020-02-01,1143
잼스터,NAVER,2020-01-01,9398
잼스터,NAVER,2020-02-01,6719
중화TV,KAKAO,2020-01-01,85288
중화TV,KAKAO,2020-02-01,164114
중화TV,NAVER,2020-01-01,582931
중화TV,NAVER,2020-02-01,696335
중화TV,YOUTUBE,2020-01-01,5981
중화TV,YOUTUBE,2020-02-01,5147
채널A,KAKAO,2020-01-01,3903903
채널A,KAKAO,2020-02-01,4029511
채널A,NAVER,2020-01-01,4194875
채널A,NAVER,2020-02-01,3389338
채널A,YOUTUBE,2020-01-01,13503358
채널A,YOUTUBE,2020-02-01,18272103
투니버스,KAKAO,2020-01-01,13918
투니버스,KAKAO,2020-02-01,12553
투니버스,NAVER,2020-01-01,75187
투니버스,NAVER,2020-02-01,57551
투니버스,YOUTUBE,2020-01-01,1221621
투니버스,YOUTUBE,2020-02-01,850234
